Criteria Name;Target Size;Benchmark Size;Target Penetration;Benchmark Penetration;Score
Hal-Vilvorde;27000;590500;0.08110543706818865;0.0752622388763558;27
Hamme;1200;25600;0.003604686091919495;0.003262850660854714;21
Hannut;1300;18300;0.0039050765995794533;0.002332428402095362;87
Hasselt;20100;396300;0.060378492039651545;0.050510457691278245;41
Hasselt;4500;99800;0.013517572844698107;0.012720019373175798;18
Herentals;2000;33800;0.006007810153199159;0.00430798251315974;62
Herstal;1700;16000;0.005106638630219285;0.002039281663034196;100
Heusden-Zolder;2000;35600;0.006007810153199159;0.004537401700251086;50
Houthalen-Helchteren;1600;29500;0.004806248122559327;0.003759925566219299;43
Huy;1800;27700;0.0054070291378792434;0.0035305063791279522;76
Huy;6900;101800;0.0207269450285371;0.012974929581055073;85
Ieper;2100;33400;0.0063082006608591165;0.004257000471583884;73
Izegem;1700;29300;0.005106638630219285;0.003734434545431372;57
Jabbeke;1100;14700;0.0033042955842595375;0.0018735900279126677;91
Jemeppe-sur-Sambre;1300;21400;0.0039050765995794533;0.0027275392243082375;68
Jette;1900;58700;0.005707419645539201;0.007481614601256707;5
Kapellen;1100;23100;0.0033042955842595375;0.0029442129010056207;22
Kasterlee;1100;17700;0.0033042955842595375;0.0022559553397315797;70
Kontich;1100;25800;0.0033042955842595375;0.0032883416816426414;11
Kortrijk;1900;32600;0.005707419645539201;0.004155036388432174;58
La Louvière;2400;31100;0.00720937218383899;0.0039638537325227185;93
Leuven;2400;64700;0.00720937218383899;0.00824634522489453;7
Leuze-en-Hainaut;1100;12300;0.0033042955842595375;0.0015676977784575383;98
Libramont-Chevigny;1200;16600;0.003604686091919495;0.0021157547253979787;88
Lier;1800;39400;0.0054070291378792434;0.005021731095221708;19
Limbourg;33600;678300;0.10093121057374586;0.08645279700225596;43
Liège;13700;276800;0.04115349954941424;0.035279572770491596;36
Liège;47400;859100;0.14238510063082008;0.10949667979454238;73
Liège;30300;563400;0.09101832382096725;0.07180820555959164;60
Lochristi;1100;22000;0.0033042955842595375;0.0028040122866720197;31
Lokeren;2100;41500;0.0063082006608591165;0.005289386813494946;34
Lommel;2000;34000;0.006007810153199159;0.004333473533947667;61
Louvain;16600;406100;0.04986482427155302;0.05175951770988669;10
Lummen;1200;18100;0.003604686091919495;0.0023069373813074346;80
Luxembourg;14100;233900;0.042355061580054074;0.029811748811481156;72
Maaseik;1300;21500;0.0039050765995794533;0.002740284734702201;67
Maaseik;9300;172200;0.027936317212376088;0.021947768898405537;47
Maldegem;1300;22200;0.0039050765995794533;0.0028295033074599474;60
Malines;13000;290200;0.03905076599579453;0.036987471163282735;20
Manage;1500;25200;0.0045058576148993695;0.003211868619278859;65
Marche-en-Famenne;2000;23100;0.006007810153199159;0.0029442129010056207;97
Marche-en-Famenne;3600;49500;0.010814058275758487;0.006309027645012045;89
Menen;1500;30800;0.0045058576148993695;0.003925617201340828;26
Merelbeke;1100;25200;0.0033042955842595375;0.003211868619278859;13
Middelkerke;1200;17600;0.003604686091919495;0.002243209829337616;82
Mol;1800;35600;0.0054070291378792434;0.004537401700251086;33
Mons;12300;226800;0.03694803244217483;0.02890681757350973;49
Mons;6100;115600;0.018323820967257435;0.014733810015422068;41
Mouscron;3000;61100;0.009011715229798739;0.0077875068507118365;28
Mouscron;2300;48000;0.006908981676179033;0.006117844989102589;23
Namur;23900;431400;0.07179333133072995;0.05498413183955952;63
Namur;7600;146300;0.022829678582156804;0.01864668170636893;39
Namur;16100;296800;0.04836287173325323;0.03782867484928434;53
Nazareth;1200;18400;0.003604686091919495;0.0023451739124893257;77
Neufchâteau;3600;57700;0.010814058275758487;0.00735415949731707;72
Nivelles;14500;350900;0.0435566236106939;0.04472399597241872;11
Oostende;3500;70900;0.010513667768098528;0.009036566869320282;30
Oostkamp;1800;27400;0.0054070291378792434;0.003492269847946061;79
Ostende;6600;131200;0.019825773505557226;0.01672210963688041;35
Oudenaarde;1600;32900;0.004806248122559327;0.004193272919614066;26
Oupeye;1200;15300;0.003604686091919495;0.00195006309027645;93
Philippeville;3200;52300;0.009612496245118654;0.006665901936043029;69
Pont-à-Celles;1200;16000;0.003604686091919495;0.002039281663034196;91
Puurs;1300;23700;0.0039050765995794533;0.0030206859633694033;45
Quaregnon;1200;21900;0.003604686091919495;0.002791266776278056;45
Ranst;1100;21500;0.0033042955842595375;0.002740284734702201;35
Rochefort;1100;13900;0.0033042955842595375;0.001771625944760958;94
Roeselare;4100;72700;0.012316010814058276;0.00926598605641163;53
Ronse;1100;25700;0.0033042955842595375;0.0032755961712486775;12
Roulers;5100;85900;0.015319915890657855;0.01094839342841484;67
Saint-Ghislain;1700;20600;0.005106638630219285;0.0026255751411565277;96
Saint-Nicolas;9800;190800;0.02943826975067588;0.02431843383168279;38
Saint-Nicolas;1600;24400;0.004806248122559327;0.0031099045361271493;78
Sambreville;1800;30200;0.0054070291378792434;0.0038491441389770452;65
Schaarbeek;4900;154000;0.01471913487533794;0.01962808600670414;4
Schoten;1400;33300;0.004205467107239411;0.0042442549611899204;9
Seraing;1700;24800;0.005106638630219285;0.0031608865777030043;83
Sint-Agatha-Berchem;1100;24600;0.0033042955842595375;0.0031353955569150766;15
Sint-Gillis;2500;79200;0.007509762691498949;0.010094444232019271;3
Sint-Joost-ten-Node;2300;51000;0.006908981676179033;0.006500210300921501;17
Sint-Lambrechts-Woluwe;1600;58900;0.004806248122559327;0.007507105622044635;2
Sint-Niklaas;3900;79900;0.011715229798738359;0.010183662804777017;27
Soignies;10300;180000;0.03094022228897567;0.022941918709134708;61
Soumagne;1500;17600;0.0045058576148993695;0.002243209829337616;96
Steenokkerzeel;2100;22800;0.0063082006608591165;0.0029059763698237296;98
Temse;1600;30600;0.004806248122559327;0.0039001261805529;37
Termonde;8100;166200;0.024331631120456592;0.021183038274767713;30
Tessenderlo;1400;22100;0.004205467107239411;0.0028167577970659836;74
Theux;1100;15900;0.0033042955842595375;0.0020265361526402323;84
Thuin;8100;139300;0.024331631120456592;0.01775449597879147;63
Tielt;1100;20700;0.0033042955842595375;0.0026383206515504915;40
Tielt;4600;81200;0.013817963352358065;0.010349354439898546;55
Tienen;1900;35600;0.005707419645539201;0.004537401700251086;40
Tongeren;2000;30600;0.006007810153199159;0.0039001261805529;78
Tongres;9300;160500;0.027936317212376088;0.02045654418231178;64
Torhout;1300;23000;0.0039050765995794533;0.002931467390611657;51
Tournai;7100;128100;0.021327726043857013;0.016326998814667534;51
Tournai;3500;72700;0.010513667768098528;0.00926598605641163;25
Tubize;1300;29000;0.0039050765995794533;0.0036961980142494804;16
Turnhout;17200;364000;0.051667167317512766;0.04639365783402796;28
Turnhout;2100;48500;0.0063082006608591165;0.006181572541072407;12
Ukkel;2300;80300;0.006908981676179033;0.010234644846352873;2
Verviers;12100;219200;0.03634725142685491;0.02793815878356849;54
Veurne;1100;14900;0.0033042955842595375;0.0018990810487005952;90
Vilvoorde;2300;51100;0.006908981676179033;0.006512955811315464;16
Virton;2000;41200;0.006007810153199159;0.005251150282313055;25
Vorst;1400;54700;0.004205467107239411;0.006971794185498158;1
Wanze;1500;17500;0.0045058576148993695;0.002230464318943652;97
Waregem;2000;40100;0.006007810153199159;0.005110949667979454;32
Waremme;5400;77700;0.01622108741363773;0.009903261576109816;86
Waremme;1400;18800;0.004205467107239411;0.0023961559540651807;90
Waterloo;1200;32700;0.003604686091919495;0.004167781898826138;5
Westerlo;1500;27200;0.0045058576148993695;0.0034667788271581334;46
Wetteren;1600;30800;0.004806248122559327;0.003925617201340828;36
Wevelgem;1700;31300;0.005106638630219285;0.003989344753310646;44
Willebroek;1500;28000;0.0045058576148993695;0.0035687429103098433;42
Wommelgem;1400;17200;0.004205467107239411;0.002192227787761761;95
Ypres;4600;82000;0.013817963352358065;0.010451318523050255;52
Zaventem;1100;20400;0.0033042955842595375;0.0026000841203686;42
Zele;1400;24200;0.004205467107239411;0.0030844135153392216;56
Zoersel;1100;19800;0.0033042955842595375;0.002523611058004818;48
Zonhoven;1200;21000;0.003604686091919495;0.0026765571827323826;54
Zottegem;1200;27300;0.003604686091919495;0.0034795243375520973;14
Zwevegem;1200;21600;0.003604686091919495;0.0027530302450961648;48
